ID,Descripción,Fecha de verificación,Próxima Verificación,Calendario de Verificacion,Estado,Método de verificación,Error-,Error+,Resolución+,Resolución-,Patrón,ID patrón,Usuario,Linea del cliente,Formato,Status,Periodo
FIX-5800-127,Distancia entre Pistas,23/04/2016,23/10/2016,03/10/2016,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-5800-126,Verf. De Diametro,22/04/2016,22/10/2016,02/10/2016,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-5800-125,Verf. De Diametro,22/04/2016,22/10/2016,02/10/2016,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-3794-124,GO-NO GO,14/10/2020,16/04/2021,27/03/2021,Baja,INTERNO,0.0003,0,NA,0.125,SMART SCOPE,INT066,Estampados,Estampados,,Baja,184
FIX-5671-123,Verif. De Planicidad,10/04/2016,10/10/2016,20/09/2016,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,COT-5671-000,,Baja,183
FIX-4749-122,PIN GAGE,17/04/2021,17/10/2021,27/09/2021,Activo,INTERNO,0.0005,0.001,0.0253,0.024,SMART SCOPE,INT066,Moldeo,MOLDEO/SOLDADURA,,Calibración Vigente,183
FIX-4405/06-121,GO/NO GO,07/01/2021,09/07/2021,19/06/2021,Reemplazo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,DEN-4405/06-000,,Reemplazo,183
FIX-4405/06-120,GO/NO GO,07/01/2021,09/07/2021,19/06/2021,Reemplazo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,DEN-4405/06-000,,Reemplazo,183
FIX-5999-119,FIXTURE GO/ NO GO,20/02/2017,22/08/2017,02/08/2017,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,COT-5999-000,,Baja,183
FIX-5999-118,FIXTURE GO/ NO GO,21/02/2016,22/08/2016,02/08/2016,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,COT-5999-000,,Baja,183
FIX-5874-116,FIXTURE GO/ NO GO,07/07/2021,06/01/2022,17/12/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,TRW,,Calibración Vigente,183
FIX-4067-115,PIN GAGE NO GO .129,06/01/2021,09/07/2021,19/06/2021,Baja,INTERNO,0,0.0003,NA,0.129,SMART SCOPE,INT066,Estampados,Estampados,,Baja,184
FIX-4067-114,PIN GAGE GO .125,06/01/2021,09/07/2021,19/06/2021,Baja,INTERNO,0.0003,0,NA,0.125,SMART SCOPE,INT066,Estampados,Estampados,,Baja,184
FIX-6338-113,GO / NO GO,24/10/2014,25/04/2015,05/04/2015,Baja,INTERNO,NA,NA,NO GO ,GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-3051-112,GO / NO GO,24/07/2021,23/01/2022,03/01/2022,Activo,INTERNO,NA,NA,NO GO ,GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,183
FIX-1962-111,GO / NO GO,21/07/2021,21/01/2022,01/01/2022,Activo,INTERNO,NA,NA,NO GO ,GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,184
FIX-3658/59-110,GO / NO GO,06/09/2014,08/03/2015,16/02/2015,Baja,INTERNO,NA,NA,NO GO ,GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-4749-109,PIN GAGE,23/03/2021,22/09/2021,02/09/2021,Activo,INTERNO,0.0005,0.001,0.0253,0.024,SMART SCOPE,INT066,Estampados,EET-4749-000,,Calibración Vigente,183
FIX-4067-108,FIXTURE  GO/NO GO,06/09/2014,08/03/2015,16/02/2015,Baja,INTERNO,NA,NA,GO ,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-6337-107,GO NO-GO,18/02/2021,20/08/2021,31/07/2021,Reemplazo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Mitsumi,,Reemplazo,183
FIX-6337-106,GO NO-GO,13/08/2014,12/02/2015,23/01/2015,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Mitsumi,,Baja,183
FIX-6107-105,GO - NO GO,14/10/2016,15/04/2017,26/03/2017,Baja,INTERNO,NA,NA,GO ,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-1356-104,GO - NO GO,01/07/2014,31/12/2014,11/12/2014,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-2572-103,GO - NO GO,24/04/2020,24/10/2020,04/10/2020,Extraviado,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-1252-102,GO - NO GO,15/04/2021,15/10/2021,25/09/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,183
FIX-5552-101,GO - NO GO,20/03/2021,19/09/2021,30/08/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,183
FIX-5496-100,GO/NO GO,08/02/2021,10/08/2021,21/07/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Calidad,Incoming,,En Proceso de Calibración,183
FIX-4293-099,GO - NO GO,27/01/2016,28/07/2016,08/07/2016,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-3266-098,FIXTURE DE VERIFICACION,06/07/2021,05/01/2022,16/12/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,COT-3266-000,,Calibración Vigente,183
FIX-3266-097,FIXTURE DE VERIFICACION,22/01/2014,24/07/2014,04/07/2014,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,MOLDEO,,Baja,183
FIX-4405/06-096,GO - NO GO,21/07/2021,21/01/2022,01/01/2022,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,184
FIX-5800-095,GO - NO GO,13/12/2016,14/06/2017,25/05/2017,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-5496-094,GO - NO GO,30/04/2021,30/10/2021,10/10/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,183
FIX-5134-093,GO - NO GO,30/04/2021,30/10/2021,10/10/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,183
FIX-5671-092,GO-NO GO,08/05/2015,07/11/2015,18/10/2015,Baja,INTERNO,GO,NO GO,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-4106-091,GO - NO GO,07/10/2014,08/04/2015,19/03/2015,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,MOLDEO,,Baja,183
FIX-4106-090,GO - NO GO,07/10/2014,08/04/2015,19/03/2015,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,MOLDEO,,Baja,183
FIX-4106-088,GO - NO GO,21/09/2019,20/09/2021,31/08/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,BOS-4106-000,,Calibración Vigente,183
FIX-4106-089,GO - NO GO,23/12/2017,23/12/2018,03/12/2018,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,MOLDEO,,Baja,183
FIX-5060-087,GO - NO GO,01/07/2014,31/12/2014,11/12/2014,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,MOLDEO,,Baja,183
FIX-4106-086,GO - NO GO,15/08/2015,14/02/2016,25/01/2016,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,MOLDEO,,Baja,183
FIX-1657-085,GO NO/GO,21/07/2021,21/01/2022,01/01/2022,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,184
FIX-4106-084,GO - NO GO,20/12/2017,21/06/2018,01/06/2018,Referencia,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Referencia,183
FIX-1356-083,GO - NO GO,06/01/2021,08/07/2021,18/06/2021,Reemplazo,INTERNO,NA,NA,NA,NA,NA,NA,Estampados,Reemplazo,,Reemplazo,183
FIX-5362-63-081,GO - NO GO,07/01/2021,09/07/2021,19/06/2021,Reemplazo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Reemplazo,183
FIX-4106-082,GO - NO GO,14/08/2018,13/02/2019,24/01/2019,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT067,Moldeo,MOLDEO,,Baja,183
FIX-5060-080,GO-NO GO,15/01/2021,17/07/2021,27/06/2021,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,PRODUCCION,,Baja,183
FIX-3404-079,GO - NO GO,08/05/2021,07/11/2021,18/10/2021,Activo,INTERNO,GO,NO GO,4.26,4.4,Patron Fixture,S/N,Moldeo,SENSATA,,Calibración Vigente,183
FIX-5061-078,GO - NO GO ,15/01/2021,17/07/2021,27/06/2021,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,VAL-5061-000,,Baja,183
FIX-4405-06-077,GO - NO GO,19/04/2013,19/10/2013,29/09/2013,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-5060/61-076,VERIFICACION DE VENTANAS,15/01/2021,17/07/2021,27/06/2021,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,VAL-5060-000,,Baja,183
FIX-5800-075,FIXTURE SUJECION CAMARA,13/11/2013,15/05/2014,25/04/2014,Baja,INTERNO,NA,NA,NA,NA,SMART SCOPE,INT066,Moldeo,TRW,,Baja,183
FIX-6033-074,PRUEBA DE TENSION,21/07/2021,21/01/2022,01/01/2022,Activo,INTERNO,NA,NA,NA,NA,NA,NA,Estampados,COT-6033-000,,Calibración Vigente,184
FIX-5060-073,PLANTILLA ,13/11/2012,15/05/2013,25/04/2013,Baja,INTERNO,NA,NA,NA,NA,SMART SCOPE,INT066,Moldeo,VAL-5060-000,,Baja,183
FIX-5860-072,GO - NO GO,13/11/2014,15/05/2015,25/04/2015,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-3051-071,GO-NO GO,24/07/2021,23/01/2022,03/01/2022,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,183
FIX-3051-070,GO-NO GO,13/08/2013,12/02/2014,23/01/2014,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-1962-069,GO-NO GO,01/10/2014,02/04/2015,13/03/2015,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-1356-068,GO - NO GO,25/06/2012,25/12/2012,05/12/2012,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-1356-067,GO - NO GO,05/07/2013,04/01/2014,15/12/2013,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-5060-066,GO - NO GO,09/07/2020,08/01/2021,19/12/2020,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,VAL-5060-000,,Baja,183
FIX-5060-065,VERIFICACION PINES,19/07/2020,18/01/2021,29/12/2020,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,VAL-5060-000,,Baja,183
FIX-4406-064,GO - NO GO,05/06/2017,05/12/2017,15/11/2017,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-4405-063,GO - NO GO,05/06/2017,05/12/2017,15/11/2017,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-5134-062,GO - NO GO,26/07/2021,25/01/2022,05/01/2022,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,183
FIX-4749-061,GO - NO GO,25/05/2012,24/11/2012,04/11/2012,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,MOLDEO,,Baja,183
FIX-4749-060,GO - NO GO,25/05/2012,24/11/2012,04/11/2012,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,MOLDEO,,Baja,183
FIX-3266-059,GO - NO GO,12/04/2017,12/10/2017,22/09/2017,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,MOLDEO,,Baja,183
FIX-3790-058,GO / NO GO,23/03/2021,22/09/2021,02/09/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,183
FIX-4139-057,Doblador de pines,15/12/2016,16/06/2017,27/05/2017,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-5875-056,Verificador de pines,06/12/2019,06/06/2020,17/05/2020,Extraviado,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-2925-053,GO / NO GO,22/02/2018,24/08/2018,04/08/2018,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,TRW,,Baja,183
FIX-IXI293-052,GO / NO GO,07/07/2021,06/01/2022,17/12/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Calidad,Incoming,,Calibración Vigente,183
FIX-2160-051,GO - NO GO,21/07/2021,21/01/2022,01/01/2022,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,184
FIX-5552-050,PLANO DEL BOMPER,11/01/2013,13/07/2013,23/06/2013,Baja,INTERNO,NA,NA,0.005,0.005,SMART SCOPE,INT066,Moldeo,COT-5552-000,,Baja,183
FIX-5552-049,PLANO DEL BOMPER,11/01/2013,13/07/2013,23/06/2013,Baja,INTERNO,NA,NA,0.005,0.005,SMART SCOPE,INT066,Moldeo,COT-5552-000,,Baja,183
FIX-2447-048,GO - NO GO,24/09/2015,25/03/2016,05/03/2016,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-2447-047,GO - NO GO,14/11/2012,16/05/2013,26/04/2013,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-2447-046,GO - NO GO,14/11/2012,16/05/2013,26/04/2013,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-2447-045,GO - NO GO,24/09/2015,25/03/2016,05/03/2016,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-2447-044,GO - NO GO,14/11/2012,16/05/2013,26/04/2013,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-2447-043,GO - NO GO,14/11/2012,16/05/2013,26/04/2013,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-2447-042,GO - NO GO,14/11/2012,16/05/2013,26/04/2013,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-2447-041,GO - NO GO,24/09/2015,25/03/2016,05/03/2016,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-1976-040,GO - NO GO,04/11/2011,05/05/2012,15/04/2012,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-5061-039,GO - NO GO,03/11/2011,04/05/2012,14/04/2012,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,VAL-5061-000,,Baja,183
FIX-5061-038,GO - NO GO,03/11/2011,04/05/2012,14/04/2012,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,VAL-5061-000,,Baja,183
FIX-5061-037,GO NO/GO,01/11/2011,02/05/2012,12/04/2012,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,VAL-5061-000,,Baja,183
FIX-3874-036,GO NO/GO,30/04/2021,30/10/2021,10/10/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,183
FIX-3874-035,GO NO/GO,20/07/2021,20/01/2022,31/12/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,184
FIX-3754-034,GO NO/GO,20/07/2021,20/01/2022,31/12/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,184
FIX-5563-033,GO NO/GO,06/10/2015,06/04/2016,17/03/2016,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-5552-032,GO/NO GO,31/05/2019,30/11/2019,10/11/2019,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,COT-5552-000,,Baja,183
FIX-2340-031,GO NO/GO,20/07/2021,20/01/2022,31/12/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Calidad,,Calibración Vigente,184
FIX-1447-030,GO NO/GO,30/04/2021,30/10/2021,10/10/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Calidad,,Calibración Vigente,183
FIX-1447-029,GO NO/GO,30/04/2021,30/10/2021,10/10/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Calidad,,Calibración Vigente,183
FIX-1447-028,GO NO/GO,17/04/2019,17/10/2019,27/09/2019,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Calidad,,Baja,183
FIX-1447-027,GO NO/GO,17/04/2018,17/10/2018,27/09/2018,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Calidad,,Baja,183
FIX-1976-026,CHECAR PERPENDICULARIDAD,03/12/2012,04/06/2013,15/05/2013,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Calidad,,Baja,183
FIX-1976-025,GO/NO GO,03/12/2012,04/06/2013,15/05/2013,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Calidad,,Baja,183
FIX-2263-024,GO/NO GO,25/06/2011,25/12/2011,05/12/2011,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-3755-023,GO/NO GO,12/03/2013,11/09/2013,22/08/2013,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-2277-022,GO/NO GO,12/06/2013,12/12/2013,22/11/2013,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Calidad,,Baja,183
FIX-2277-021,GO/NO GO,02/06/2021,02/12/2021,12/11/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,183
FIX-2277-020,GO/NO GO,15/06/2014,15/12/2014,25/11/2014,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Calidad,,N/A,183
FIX-2277-019,GO/NO GO,02/06/2021,02/12/2021,12/11/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,183
FIX-2277-018,GO/NO GO,02/06/2021,02/12/2021,12/11/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Calidad,,Calibración Vigente,183
FIX-2277-017,GO/NO GO,12/06/2013,12/12/2013,22/11/2013,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-2964-016,GO/NO GO,20/07/2021,20/01/2022,31/12/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,184
FIX-5800-015,GO/NO GO,27/10/2011,27/04/2012,07/04/2012,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,Moldeo,,Baja,183
FIX-IXI293-014,GO/NO GO,20/07/2021,20/01/2022,31/12/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,Calidad,,Calibración Vigente,184
FIX-5636-013,GO/NO GO,07/10/2016,08/04/2017,19/03/2017,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-5618-012,GO/NO GO,06/12/2016,07/06/2017,18/05/2017,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-3266-011,GO/NO GO,23/03/2021,22/09/2021,02/09/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,Calidad,,Calibración Vigente,183
FIX-3266-010,GO/NO GO,23/03/2021,22/09/2021,02/09/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Moldeo,Calidad,,Calibración Vigente,183
FIX-3749-009,GO/NO GO,11/01/2013,13/07/2013,23/06/2013,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Calidad,,Baja,183
FIX-3749-008,GO/NO GO,11/01/2016,12/07/2016,22/06/2016,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-3749-007,GO/NO GO,19/07/2021,19/01/2022,30/12/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,184
FIX-4528-006,GO/NO GO,19/07/2021,19/01/2022,30/12/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Calidad,,Calibración Vigente,184
FIX-0741-0742-0799-0810-2246-2247-005,GO/NO GO,27/04/2017,27/10/2017,07/10/2017,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-0741-0742-0799-0810-2246-2247-004,GO/NO GO,03/07/2021,02/01/2022,13/12/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Calidad,,Calibración Vigente,183
FIX-4918-003,GO/NO GO,23/03/2021,22/09/2021,02/09/2021,Activo,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Calibración Vigente,183
FIX-3790-002,GO/NO GO,12/04/2014,12/10/2014,22/09/2014,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
FIX-3755-001,GO/NO GO,12/03/2013,11/09/2013,22/08/2013,Baja,INTERNO,NA,NA,GO,NO GO,SMART SCOPE,INT066,Estampados,Estampados,,Baja,183
